ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,France Wine,France Red Wine,FRANCE,681569,BEAUJOLAIS - J P BRUN TERRES DOREES L'ANCIEN 2018,3424560040004,0.75,1,12.5,29.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,893289,COPPER MOON - CABERNET SAUVIGNON,48162012455,0.75,1,13,10.99,0
Spirits,Vodka,Flavoured Vodka,SWEDEN,7823,ABSOLUT - VANILIA,7312040350117,0.75,1,38,27.49,NA
Spirits,Liqueurs,Fruit Liqueurs,FRANCE,12195,GRAND MARNIER - CORDON ROUGE,3018300003284,0.375,1,40,26.49,NA
Wine,France Wine,France Red Wine,FRANCE,50068,PESSAC LEOGNAN - CHATEAU LA MISSION HAUT BRION ROUGE 2018,3609050946299,0.75,1,13,800,NA
Wine,Italy Wine,Italy Sparkling Wine,ITALY,155122,BOLLICINI - SPARKLING CUVEE CAN,816253011850,0.25,4,11,22.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,211116,SHENK'S - HOMESTEAD SOUR MASH WHISKEY,39383009928,0.75,1,45.6,189.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,285585,VALPOLICELLA CLASSICO - MASI BONACOSTA VEGAN,8002062000037,0.75,1,12,21.99,0
Wine,France Wine,France Red Wine,FRANCE,389968,FLEURIE - MARC DELIENNE ABBAYE ROAD,696852036337,0.75,1,13,75.99,0
Wine,France Wine,France Red Wine,FRANCE,390248,MAZIS CHAMBERTIN - DOMAINE FAIVELEY 2014,795898012388,0.75,1,14,405.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,391250,PATRON - SILVER,721733000029,0.75,1,40,80.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,393954,SINGLE MALTS OF SCOTLAND - LINKWOOD 2009 CASK 315755,5060880920091,0.7,1,57.2,131.99,NA
Spirits,Vodka,Straight Vodka,CANADA,635219,ALBERTA PURE - PET,80686820314,0.75,1,40,23.29,NA
Wine,France Wine,France Red Wine,FRANCE,758359,HAUT MEDOC - CHATEAU VERDIGNAN 2005,3700266229425,0.75,1,13,54.99,0
Wine,Italy Wine,Italy White Wine,ITALY,28159,VENEZIA GIULIA RIBOLLA GIALLA - JERMANN VINNAE,726452001593,0.75,1,13,44.99,0
Wine,Canada - BC,Canada - BC Sparkling Wine,CANADA,40736,FRIND WINERY - BRUT,626990415367,0.75,1,12,26.99,1
Wine,France Wine,France White Wine,FRANCE,43701,BATARD MONTRACHET GRAND CRU - LOUIS LATOUR 2018,3566921180193,0.75,1,14,750,0
Spirits,Asian Spirits,China Spirits,CHINA,44057,KWEICHOW MOUTAI YINGBIN CHIEW,6902952882861,0.5,1,53,77.79,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,58435,GLENLIVET - TOMINTOUL SPEYSIDE SINGLE MALT 25 YO,5021349702320,0.7,1,43,765,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,67915,JUMILLA MONASTRELL - GIL FAMILY ZAGALIN,8437018994663,0.75,1,13.5,13.49,0
Wine,France Wine,France Red Wine,FRANCE,82175,CHAMBOLLE MUSIGNY 1ER FEUSSELOTTES - LUCIEN LE MOINE 201,7035991556819,0.75,1,13,199.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,275552,CHARDONNAY - RODNEY STRONG SONOMA CHALK HILL 2017,87512923256,0.75,1,14,29.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,287805,CABERNET SAUVIGNON - ERRAZURIZ MAX RESERVA ACONCAGUA 2018,89046777336,0.75,1,13.5,23.99,0
Wine,France Wine,France Champagne Wine,FRANCE,409485,NICOLAS FEUILLATTE - RESERVE EXCLUSIVE ROSE GIFT PACK,3282946014403,0.75,1,12,64.97,1
Wine,France Wine,France White Wine,FRANCE,474547,COTES DU RHONE - CHAPOUTIER DOMAINE DES GRANGES DE MIRABEL,3391180013766,0.75,1,13.5,23.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,495510,JOHNNIE WALKER - GOLD ICON,5000267185934,0.75,1,40,85.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,533174,RED ROOSTER - PINOT GRIS 2022,681246800212,0.75,1,12.5,21.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,670976,COSTERS DEL SEGRE - MIGUEL TORRES PURGATORI,8410113007476,0.75,1,14.5,57.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,746883,BACKYARD VINEYARDS - NOSEY NEIGHBOUR RED 2018,626990181507,0.75,1,13.9,16.99,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,890459,STRATHMIL - 25 YEAR OLD,5000281038810,0.75,1,52.4,500,NA
Spirits,Other Spirits,Flavoured Spirits,DENMARK,20146,AALBORG TAFFEL AQUAVIT,817469010293,0.75,1,45,41.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,99424,BAROLO - FONTANAFREDDA SERRALUNGA D'ALBA 2016,795898007179,0.75,1,14,49.99,0
Spirits,Liqueurs,Fruit Liqueurs,UNITED STATES OF AMERICA,108785,ON THE ROCKS - KNOB CREEK OLD FASHIONED,855880008024,0.375,1,35,21.99,NA
Wine,France Wine,France Red Wine,FRANCE,129646,SAINT JOSEPH - DELAS SAINTE EPINE 2015,3359950293596,0.75,1,13,45.99,1
Wine,France Wine,France Red Wine,FRANCE,133342,ST EMILION - CHATEAU FIGEAC 2018,,0.75,1,13,500,NA
Wine,France Wine,France Red Wine,FRANCE,142644,PESSAC LEOGNAN - CHATEAU CARBONNIEUX ROUGE 2018,,0.75,1,13,90,NA
Wine,France Wine,France Red Wine,FRANCE,142659,MARGAUX - CHATEAU CANTENAC BROWN 2018,3760020113896,0.75,1,13,135,NA
Wine,France Wine,France Red Wine,FRANCE,216823,POMEROL - CHATEAU L'EVANGILE 2017,,0.75,1,13,550,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,236406,CABERNET FRANC - SANTA ANA LA MASCOTA 2018,7790762052838,0.75,1,14,19.99,0
Wine,France Wine,France Sparkling Wine,FRANCE,250988,VEUVE DU VERNAY - ICE ROSE,3058080125295,0.2,1,11,5.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,258699,CHARDONNAY - J LOHR RIVERSTONE ARROYO SECO MONTEREY 2019,89121068823,0.75,1,14,23.99,0
Spirits,Whisky,Other Country Whisky,JAPAN,394984,SUNTORY - WORLD WHISKY AO,80686957195,0.7,1,43,94.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,399428,JACKSON TRIGGS PROPRIETOR'S SELECTION SAUVIGNON BLANC,63657004289,1.5,1,12.5,18.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,469990,BOLGHERI - LE SERRE NUOVE ORNELLAIA 2020,818201021591,1.5,1,13.5,175.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,572875,SHIRAZ - PETER LEHMANN BAROSSA PORTRAIT 2017,9311910102212,0.75,1,14,20.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,584318,CAOL ILA - 30 YEAR OLD,5000281038735,0.75,1,55.1,760,NA
Spirits,Liqueurs,Fruit Liqueurs,UNITED STATES OF AMERICA,66699,ON THE ROCKS - KNOB CREEK OLD FASHIONED,855880008000,0.1,1,35,6.97,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,105820,ARDBEG - 19 YEAR OLD,5010494975574,0.7,1,46.2,450.99,NA
Spirits,Gin,Dry Gin,CANADA,111021,GORDONS - LONDON DRY,622153139071,1.75,1,40,54.99,NA
Wine,France Wine,France Red Wine,FRANCE,123029,ST JULIEN - SARGET DE GRUAUD LAROSE 2018,,0.75,1,13,65,NA
Wine,France Wine,France Red Wine,FRANCE,133763,ST EMILION - CHATEAU BEAUSEJOUR DUFFAU 2018,3277038404811,0.75,1,13,280,NA
Spirits,Grape and Fruit Brandy,Brandy,FRANCE,161287,JP CHENET - BRANDY XO,3263280105552,0.7,1,40,33.49,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,225748,SUMMERHILL - ALIVE RED ORGANIC VEGAN 2020,779000128549,0.75,1,12.9,25.99,0
Wine,France Wine,France Red Wine,FRANCE,279576,VOLNAY 1ER RONCERET- JEAN MARC BOILLOT 2018,3760163354811,0.75,1,13,139.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,392225,CABERNET SAUVIGNON - ROBERT MONDAVI PRIVATE SELECTION,86003061910,0.75,1,13,19.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,440011,BARBARESCO - PERTINACE NERVO,8027274000446,0.75,1,14.5,54.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,441033,FARMER'S BLEND - TOM GORE,63657044667,0.75,1,13.5,21.99,1
Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,789768,MONKEY SHOULDER,5010327105215,0.75,1,43,56.99,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,145207,MILLER GENUINE DRAFT,56327012370,0.355,12,4.7,22.29,NA
Spirits,Rum,Dark Rum,CANADA,170349,CAPTAIN MORGAN - DARK,87000150348,1.75,1,40,53.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,341602,PINOT NOIR - CONO SUR BICICLETA,7804320753454,0.75,1,13.5,12.99,0
Wine,France Wine,France White Wine,FRANCE,397709,MEURSAULT - CHATEAU DE MEURSAULT LE LIMOZIN,3661400268161,0.75,1,13,119.99,0
Wine,Italy Wine,Italy White Wine,ITALY,417326,VINO D'ITALIA - PONTE VILLONI BIANCO,8052783851005,3,1,11.5,25.97,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,427383,DUNCAN TAYLOR RARE AULD - INVERGORDON GRAIN,5060294581048,0.7,1,47.4,375,NA
Spirits,Rum,Amber Rum,BARBADOS,440923,PLANTATION - UNDER THE SEA BARBADOS 2013,695521153986,0.75,1,50.2,159.99,NA
Wine,Spain Wine,Spain White Wine,SPAIN,487442,RIOJA ALAVESA BLANCO - BHILAR PHINCA LA REVILLA 2014,8437016865071,0.75,1,14,125.99,0
Beer,Import Beer,Europe Beer,ITALY,525188,PERONI NASTRO AZZURRO,8008440000583,0.33,6,5,16.29,NA
Spirits,Whisky,Canadian Whisky,CANADA,545475,ALBERTA PREMIUM - CANADIAN RYE PET,777680011946,0.75,1,40,22.99,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,642785,CARINENA RESERVA- MONASTERIO DE LAS VINAS,814095050754,0.75,1,13,15.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,42788,CARDHU - 12 YEAR OLD,88076176294,0.75,1,40,77.99,NA
Wine,Germany Wine,Germany White Wine,GERMANY,63840,MOSEL RIESLING SPATLESE - TONI JOST BACHARACHER,4260015873709,0.75,1,11.5,37.99,0
Wine,France Wine,France Red Wine,FRANCE,143195,ST JULIEN - CHATEAU SAINT PIERRE 2018,3700415103187,0.75,1,13,145,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,169394,MALBEC - NACIDO Y CRIADO MENDOZA,7790314062346,0.75,1,12.8,9.97,0
Wine,France Wine,France Red Wine,FRANCE,243970,CHAMBOLLE MUSIGNY - DAVID DUBAND 2016,626990352099,0.75,1,13,115.99,0
Spirits,Whisky,Canadian Whisky,CANADA,321208,CROWN ROYAL - RESERVE,82000742357,0.75,1,40,69.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,366724,DOM PERIGNON - ROSE 2008,3185370703151,0.75,1,12.5,420.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,404676,HERON BAY - SAUVIGNON BLANC,776545501295,4,1,12.5,35.99,0
Refreshment Beverages,Coolers,Spirit Coolers,UNITED STATES OF AMERICA,425408,LONE RIVER - RANCH RITA CLASSIC MARGARITA CAN,82000802525,0.355,4,5.8,13.99,NA
Spirits,Tequila,Gold Tequila,MEXICO,435605,LOBOS 1707 - TEQUILA REPOSADO,816136027909,0.75,1,40,96.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,477040,LAPHROAIG - 10 YEAR OLD CASK STRENGTH BATCH 15,5010019640963,0.7,1,56.5,139.99,NA
Beer,Import Beer,Europe Beer,DENMARK,479857,CARLSBERG,5740700997853,0.33,6,5,14.49,NA
Wine,France Wine,France White Wine,FRANCE,486530,MEURSAULT 1ER GOUTTE D'OR - DOMAINE COMTES LAFON 2017,97985155597,0.75,1,13,345.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,498808,RED ROOSTER - MERLOT 2020,681246098114,0.75,1,12.5,21.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,561035,STROH CANADA - COLT 45 MALT LIQUOR CAN,56910002207,0.355,6,8,8.79,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,690255,BULLEIT - FRONTIER BOURBON,87000004122,0.375,1,45,23.99,NA
Beer,Import Beer,Europe Beer,IRELAND,787416,GUINNESS PUB DRAUGHT TALL CAN,5000213015414,0.5,1,4.2,3.89,NA
Spirits,Other Spirits,Ready to Serve Cocktails,UNITED STATES OF AMERICA,1809,JOSE CUERVO - WHITE PEACH MARGARITA,811538011587,1.75,1,9.95,23.49,NA
Spirits,Whisky,Irish Whiskey,IRELAND,14220,JAMESON- COLD BREW,80432115619,0.75,1,30,37.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,37531,SYRAH BLASTED CHURCH 2019,626990421221,0.75,1,13.7,29.99,0
Spirits,Whisky,Canadian Whisky,CANADA,122317,WHITE OWL,776555200027,0.75,1,40,32.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,138105,BRUNELLO DI MONTALCINO - SAN POLO VIGNAVECCHIA,8021903291373,0.75,1,14.8,389.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,201234,SHIRAZ - ROSEMOUNT ESTATE,12354002463,1,1,13.5,12.49,0
Wine,France Wine,France Red Wine,FRANCE,216914,PESSAC-LEOGNAN - DOMAINE DE CHEVALIER ROUGE 2017,626990466253,0.75,1,13,140,NA
Wine,France Wine,France Champagne Wine,FRANCE,258616,LOUIS ROEDERER - CRISTAL BRUT 2009,3114080043035,3,1,12,3384,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,287086,SAUVIGNON BLANC - DUCKHORN NAPA 2019,669576019405,0.75,1,14.1,38.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,300368,SAUVIGNON BLANC - WHITEHAVEN MARLBOROUGH,9418579070019,0.75,1,12.5,20.99,0
Wine,Italy Wine,Prosecco Wine,ITALY,374769,ANNA SPINATO - PROSECCO BRUT ORGANIC & VEGAN,8011204003874,0.75,1,11,18.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,378729,MARCHESI DI BAROLO - BAROLO DOCG DELLA TRADIZIONE 2017,8004910407982,0.75,1,14,64.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,407662,BRUICHLADDICH - OCTOMORE 13.2,5055807415842,0.75,1,58.3,286.99,NA
Wine,France Wine,France White Wine,FRANCE,471375,CHABLIS - MOSNIER VIEILLES VIGNES,3559212120107,0.75,1,13,41.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,478263,CABERNET SAUVIGNON - ST FRANCIS SONOMA 2018,88534001380,0.75,1,14.5,36.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,667360,TAYLOR FLADGATE - 30 YEAR OLD TAWNY,5013626111307,0.75,1,20,154.99,10
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,720532,ZINFANDEL - BOTA BOX OLD VINE,82242014953,3,1,13.5,39.99,0
Wine,France Wine,France White Wine,FRANCE,728857,PESSAC LEOGNAN BLANC - CHATEAU BROWN 2014,1337682028206,0.75,1,12.5,45,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,12757,BOWEN ISLAND - ARTISAN IPA CAN,626990098584,0.355,6,5.5,9.49,NA
Wine,Italy Wine,Italy White Wine,ITALY,56556,LANGHE CHARDONNAY - ALDO CONTERNO BUSSIADOR 2015,831906001545,0.75,1,13.5,129.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,58897,NAPA VALLEY RED - OPUS ONE 2013,626990467533,0.75,1,14.5,800,0
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,60491,GRAY MONK - LATITUDE FIFTY ROSE 2022,778829600069,0.75,1,12.1,13.99,2
Wine,France Wine,France Red Wine,FRANCE,123676,ST EMILION - PERSEVERO LA GRACE FONRAZADE 2018,3388118600488,0.75,1,13,45,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,181164,CABERNET SAUVIGNON - CAYMUS NAPA,17224110101,1.5,1,14.8,226.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,190629,RIOJA TEMPRANILLO - CAMPO VIEJO,8410302106300,0.75,1,13,16.99,0
Wine,France Wine,France White Wine,FRANCE,279557,CHABLIS - FLEYS L'INCONTOURNABLE 2020,3760163351889,0.75,1,13,42.99,NA
Wine,France Wine,France White Wine,FRANCE,446144,CHATEAUNEUF DU PAPE - CLOS DE L'ORATOIRE DES PAPES BLANC 201,696852008815,0.75,1,13,125.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,486250,CHARDONNAY - SIDEWOOD ESTATE MAPPINGA,9342333000588,0.75,1,12,36.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,624882,COPPER MOON - SHIRAZ,48162013711,4,1,13,43.99,1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,906354,LABATT - BUDWEISER CAN,62067335402,0.355,24,5,42.29,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,929620,COORS LIGHT - CAN,56327183278,0.355,15,4,28.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,83488,CABERNET SAUVIGNON - THREE FINGER JACK LODI EASTSIDE,82242014847,0.75,1,15,24.99,0
Spirits,Grape and Fruit Brandy,Eau de Vie,FRANCE,163436,CALVADOS - PERE MAGLOIRE FINE V.S.,3181250061502,0.75,1,40,60.99,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,175012,FONSECA - VINTAGE 2016,5013521103490,0.75,1,20.5,149.99,10
Wine,France Wine,France Red Wine,FRANCE,217128,ST EMILION - CHATEAU GRACIA 2017,3419466257083,0.75,1,13,240,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,224496,GLEN GRANT - 18 YEAR OLD,721059002370,0.75,1,43,189.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,251371,CANADIAN CLUB - PREMIUM,80686816713,0.2,1,40,7.09,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,286898,CHARDONNAY - JACOB'S CREEK CLASSIC,9300727406316,0.75,1,12.8,10.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,338293,BARBARESCO RISERVA - PRODUTTORI DEL BARBARESCO OVELLO 2017,665529012486,0.75,1,15,75.99,0
Wine,France Wine,France White Wine,FRANCE,351010,CHABLIS - ROLAND LAVANTUREUX GRAND CRU VAUDESIR,3553520000120,0.75,1,13,135.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,374108,SAWMILL CREEK - CABERNET SAUVIGNON,63657024126,4,1,12.5,41.99,0
Wine,France Wine,France Red Wine,FRANCE,390909,ST JULIEN - CHATEAU LANGOA BARTON 2019,696852114370,0.75,1,12.5,130,NA
Refreshment Beverages,Coolers,Spirit Coolers,ITALY,445299,APEROL - SPRITZ READY TO SERVE,887341340084,0.2,3,9,13.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,630434,TOSCANA - BANFI SUMMUS 2014,8015674183968,0.75,1,14.5,67.99,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CANADA,642264,FIREBALL,88004400163,1.14,1,33,33.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,19227,WOODFORD RESERVE - SINGLE BARREL SELECTION,81128022280,1,1,45.2,70.99,NA
Wine,France Wine,France Red Wine,FRANCE,60310,PESSAC LEOGNAN - CHATEAU HAUT BAILLY 2019,3760278781632,0.75,1,13,275,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,70800,FRIND WINERY - THE PREMIER,626990415411,0.75,1,13.5,38.99,0
Spirits,Whisky,Other Country Whisky,JAPAN,75540,ICHIRO'S MALT - CHICHIBU CHIBIDARU SINGLE CASK 2013,3700597302828,0.7,1,53.5,2700,NA
Spirits,Other Spirits,Ready to Serve Cocktails,CANADA,79577,MINHAS - TITANIUM SPICY CAESAR,85268600643,1.75,1,12,19.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,120176,CALIFORNIA RED - CLINE CELLARS FARMHOUSE  VEGAN,98652840013,0.75,1,13.5,21.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,408281,BOULDER - AMERICAN SINGLE MALT  THE TRAILHEAD,745110229834,0.75,1,52,175.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,442445,MAC TALLA - MARA,5060109227666,0.7,1,58.2,109.99,NA
Wine,France Wine,France Red Wine,FRANCE,452613,BEAUNE 1ER LES RENVERSES- MAISON CHAMPY 2009,696852092685,0.75,1,13,129.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,496745,CABERNET SAUVIGNON - COLUMBIA WINERY COLUMBIA VALLEY,80387952932,0.75,1,13.9,28.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,512046,ROCKSTAR TALL CAN,779469001971,0.473,1,6.9,3.69,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,561126,CABERNET SAUVIGNON - FREEMARK ABBEY NAPA 2017,86891026961,0.75,1,14.5,88.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,605592,BUNNAHABHAIN - 18 YEAR OLD,5029704217373,0.7,1,46.3,189.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,789735,ROBIN RIDGE - CHARDONNAY ORGANIC,626990155058,0.75,1,14.5,24.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,2469,PELLER FAMILY VINEYARDS - CABERNET SAUVIGNON,48162013902,4,1,12.5,37.99,0
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,43703,HENNESSY - V.S.O.P.,3245999484319,0.75,1,40,116.99,NA
Spirits,Rum,Amber Rum,CUBA,53140,HAVANA CLUB - 7 YEAR OLD,8501110080446,0.75,1,40,34.49,NA
Wine,France Wine,France Red Wine,FRANCE,60839,MOULIS - CHATEAU POUJEAUX 2019,714153298398,0.75,1,13,75,NA
Spirits,Whisky,Canadian Whisky,CANADA,83097,ALBERTA PREMIUM CANADIAN RYE,777680011960,0.2,1,40,6.49,NA
Wine,Fortified Wine,Other Fortified Import Wine,PORTUGAL,280982,BLANDY'S - RICH DUKE OF CLARENCE MADEIRA,5010867600027,0.75,1,19,26.99,7
General Merchandise,De-Alcoholized Product,Beer And Refreshment De-Alcoholized Product,UNITED STATES OF AMERICA,303917,JOSE CUERVO MARGARITA MIX,82000166191,1,1,0.1,4.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,371294,CABERNET SAUVIGNON SYRAH - MONTGRAS NINQUEN COLCHAGUA MTN 15,7804407001072,0.75,1,14.5,36.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,414771,WILD GOOSE - PINOT NOIR 2020,688229301209,0.75,1,11.2,29.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,446862,SHIRAZ - STRANDVELD VINEYARDS FIRST SIGHTING,6009809240017,0.75,1,13,16.97,0
Wine,Portugal Wine,Portugal White Wine,PORTUGAL,502308,SETUBAL BRANCO - JOSE MARIA DA FONSECA WATERDOG,5601174810102,3,1,12,40.99,1
Wine,Canada - BC,Canada - BC White Wine,CANADA,596742,SANDHILL - RIESLING ICEWINE 2019,58976502301,0.2,1,9.5,34.99,10
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,2838,BRUICHLADDICH - PORT CHARLOTTE 10 YEAR,5055807406789,0.75,1,50,109.99,NA
Spirits,Whisky,Other Country Whisky,JAPAN,10377,MATSUI - SINGLE MALT MIZUNARA CASK,4954621002195,0.7,1,48,116.39,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,20683,IWW HEE-HEE-TEL-KIN WHITE BLEND 2022,626990286158,0.75,1,12.1,19.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,66338,JURA - 18 YEAR OLD,87647113287,0.75,1,44,145.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,75438,BUNNAHABHAIN - 35 YEAR OLD 1979 CASK 9521 LMDW ARTIST #8,3700597304334,0.7,1,47.9,2600,NA
Wine,France Wine,France Red Wine,FRANCE,120061,CHATEAU GRACIA 2016,3419466249903,0.75,1,15,200,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,125930,GLENFARCLAS - 105 CASK STRENGTH,5018066105701,0.7,1,60,139.49,NA
Wine,Chile Wine,Chile Red Wine,CHILE,128865,CABERNET SAUVIGNON MERLOT - MIRAFLORA,7804350007381,0.75,1,13,7.97,1
Wine,Italy Wine,Italy Red Wine,ITALY,160303,BOLGHERI SUPERIORE - ORNELLAIA 2014,877397004818,1.5,1,13.5,500,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,175003,SHIRAZ - WHISTLER ESTATE BAROSSA 2016,9337461001002,0.75,1,14,39.99,0
Wine,Hungary Wine,Hungary White Wine,HUNGARY,206428,TOKAJ SZAMORODNI  - SAMUEL TINON DRY 2008,5999533770854,0.5,1,13,60.99,0
Wine,France Wine,France Red Wine,FRANCE,264986,BORDEAUX - CHATEAU PEY LA TOUR 2017,3258691552637,0.75,1,13,22.99,0
Wine,France Wine,France White Wine,FRANCE,373258,BORDEAUX BLANC - CHATEAU REYNON 2014,626990305552,0.75,1,13,29,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,410715,BENRIACH - MALTING SEASON FIRST EDITION,5060716140068,0.7,1,48.7,209.99,NA
Refreshment Beverages,Coolers,Wine/Fruit Coolers,UNITED STATES OF AMERICA,425064,BEATBOX PARTY PUNCH - BLUE RAZZBERRY,851133006557,0.5,1,11.1,6.49,NA
Wine,France Wine,France Red Wine,FRANCE,442307,POMMARD 1ER FREMIERS - DOMAINE DE COURCEL,795898012647,0.75,1,13,199.99,0
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,530516,CHENIN BLANC - DASCHBOSCH MOSSIEDRIFT STEEN,6009814420831,0.75,1,13.5,24.97,0
Beer,Import Beer,Europe Beer,NETHERLANDS,676437,BAVARIA ORIGINAL BREW,8714800017282,0.5,6,5,16.29,NA
Wine,France Wine,France White Wine,FRANCE,39526,PESSAC LEOGNAN - CHATEAU DE FRANCE BLANC 2019,3760043051076,0.75,1,14,55,NA
Wine,Sake,Japan Sake,JAPAN,90352,TENKU NO TSUKI - UMESHU,4968167020155,0.72,1,12,33.29,10
